movie_id,title,genres,tmdb_id,overview,poster_path,release_date,runtime,budget,revenue,keywords,cast,director
39,Strange Days,Action|Crime|Sci-Fi,281,"Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder.",https://image.tmdb.org/t/p/w500/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg,1995-10-13,145,42000000,7959291,"['future', 'pornography', 'prostitute', 'police brutality', 'dream', 'rape', 'police', 'virtual reality', 'paranoia', 'ex-girlfriend', 'bodyguard', 'rapper', 'dystopia', 'minidisc', 'ex-cop', 'murder', 'cyberpunk', 'los angeles, california', 'criminal', 'private detective', 'revolt', 'tech noir', 'woman director']","['Ralph Fiennes', 'Angela Bassett', 'Juliette Lewis', 'Tom Sizemore', 'Michael Wincott']",Kathryn Bigelow
40,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,9090,"Manhattan drag queens Vida Boheme and Noxeema Jackson impress regional judges in competition, securing berths in the Nationals in Los Angeles. When the two meet pathetic drag novice Chi-Chi Rodriguez — one of the losers that evening — the charmed Vida and Noxeema agree to take the hopeless youngster under their joined wing. Soon the three set off on a madcap road trip across America and struggle to make it to Los Angeles in time.",https://image.tmdb.org/t/p/w500/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg,1995-09-07,109,0,47774193,"['new york city', 'transvestism', 'homophobia', 'drag queen', 'road trip', 'travel', 'drag', 'woman director', 'mischievous', 'amused', 'comforting', 'vibrant']","['Patrick Swayze', 'Wesley Snipes', 'John Leguizamo', 'Stockard Channing', 'Blythe Danner']",Beeban Kidron
41,Billy Madison,Comedy,11017,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",https://image.tmdb.org/t/p/w500/sOdgtJdFalL9kRKaeJItARLTAEq.jpg,1995-02-10,90,10000000,26488734,"['family business ', 'school', 'woman director', 'back to school']","['Adam Sandler', 'Bradley Whitford', 'Josh Mostel', 'Bridgette Wilson-Sampras', 'Darren McGavin']",Tamra Davis
42,Clerks,Comedy,2292,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",https://image.tmdb.org/t/p/w500/9IiSgiq4h4siTIS9H3o4nZ3h5L9.jpg,1994-10-19,92,27575,3151130,"['salesclerk', 'work', 'loser', 'male friendship', 'junk food', 'black and white', 'aftercreditsstinger', 'day in a life', 'workplace comedy', 'wry']","[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer', 'Jason Mewes']",Kevin Smith
43,Disclosure,Drama|Thriller,8984,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",https://image.tmdb.org/t/p/w500/dnA4QkIZZCF9wRtF8HHxWwUXVMf.jpg,1994-12-09,128,55000000,214015089,"['based on novel or book', 'seattle, washington', 'employee', 'workplace', 'sexual harassment', 'intrigue', 'erotic thriller', 'computer technology']","['Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Dylan Baker', 'Jacqueline Kim']",Barry Levinson
44,Dolores Claiborne,Drama|Thriller,11929,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",https://image.tmdb.org/t/p/w500/3RlG7uhJEqc5Ws2PIpNok0LuJ1I.jpg,1995-03-24,132,13000000,46400000,"['depression', 'child abuse', 'island', 'based on novel or book', 'detective', 'suspicion of murder', 'abusive father', 'melancholy', 'dysfunctional family', 'lawsuit', 'alcoholism', 'murder', 'maine', 'domestic violence', 'reporter', 'maid', 'anger', 'alcoholic father', 'macabre', 'angry', 'accident', 'abusive husband', 'anti-depressant', 'bank account', 'antagonistic', 'awestruck']","['Kathy Bates', 'Jennifer Jason Leigh', 'Judy Parfitt', 'Christopher Plummer', 'David Strathairn']",Taylor Hackford
45,Eat Drink Man Woman,Comedy|Drama,10451,"A retired and widowed Chinese master chef Chu and his family live in modern day Taipei, Taiwan. He lives with his three attractive daughters, all of whom are unattached. Soon, each of the daughters encounter new men in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes.",https://image.tmdb.org/t/p/w500/olhIWtIBFg6VWK59DEd4lAvgVgz.jpg,1994-08-03,123,0,7294403,"['daughter', 'cooking', 'sense of life', 'aging', 'taiwan', 'teacher', 'food', 'taiwanese', 'dating', 'family', 'chef', 'widower', 'taipei', 'father daughter relationship', 'sister sister relationship', 'chinese cuisine', 'sisters', 'gastronomia']","['Lung Sihung', 'Yang Kuei-Mei', 'Wu Chien-Lien', 'Wang Yu-wen', 'Winston Chao']",Ang Lee
46,Exotica,Drama,20156,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.",https://image.tmdb.org/t/p/w500/y6us5CnG3JeCt5zVf0qOJZhzNUs.jpg,1994-11-30,104,2000000,4221036,"['nightclub', 'pet shop', 'unhappiness', 'drama']","['Bruce Greenwood', 'Mia Kirshner', 'Elias Koteas', 'Don McKellar', 'Sarah Polley']",Atom Egoyan
47,Ed Wood,Comedy|Drama,522,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",https://image.tmdb.org/t/p/w500/n8SrO3WbyuY2b6KazogqbQF348C.jpg,1994-09-28,127,18000000,5900000,"['individual', 'taxi', 'fortune teller', 'transsexuality', 'transvestite', 'movie business', 'drug addiction', 'boxer', 'oddball', 'celebrity', 'morphine', 'los angeles, california', 'black and white', 'suburb', 'theremin', 'handgun', 'trick or treating', '1950s']","['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Jeffrey Jones']",Tim Burton
48,Hoop Dreams,Documentary,14275,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.",https://image.tmdb.org/t/p/w500/gLzHl2XBtVwycl8DxdOXRHPm8G3.jpg,1994-09-12,174,700000,7830611,"['chicago, illinois', 'sports', 'narration', 'ghetto', 'college', 'basketball', 'high school sports', 'inner city', 'high school student', 'preserved film']","['William Gates', 'Arthur Agee', 'Gene Pingatore', 'Steve James', 'Dick Vitale']",Steve James
49,I.Q.,Comedy|Romance,11777,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,https://image.tmdb.org/t/p/w500/1dLR9LX4O8DSyaU5OR3N0472IR.jpg,1994-12-24,100,25000000,26381221,"['wedding vows', 'mathematician', 'car mechanic', 'comet', 'albert einstein', ""halley's comet"", 'matchmaker', 'research scientist']","['Tim Robbins', 'Meg Ryan', 'Walter Matthau', 'Lou Jacobi', 'Gene Saks']",Fred Schepisi
50,Star Wars,Action|Adventure|Romance|Sci-Fi|War,11,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,121,11000000,775398007,"['empire', 'galaxy', 'rebellion', 'android', 'hermit', 'smuggling (contraband)', 'freedom', 'rebel', 'rescue mission', 'space', 'planet', 'desert', 'super power', 'oppression', 'space opera', 'wizard', 'totalitarianism']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness']",George Lucas
51,Legends of the Fall,Drama|Romance|War|Western,4476,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",https://image.tmdb.org/t/p/w500/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg,1994-12-23,133,30000000,160638883,"['sibling relationship', 'post-traumatic stress disorder (ptsd)', 'based on novel or book', 'world war i', 'journey around the world', 'montana', 'loyalty', 'ranch', 'affectation', 'native american', 'tragedy', 'interracial marriage', 'sibling rivalry', 'falling in love', 'interracial friendship', '1910s', '1900s', 'political aspiration', 'father son relationship', 'brother brother relationship', 'prohibition', 'beautiful landscapes', 'melodramatic', 'u.s. army soldier']","['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond', 'Henry Thomas']",Edward Zwick
52,The Madness of King George,Drama,11318,"Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.",https://image.tmdb.org/t/p/w500/1dTSY023ZyBbgVSKDRuA6JLGSnZ.jpg,1994-12-28,107,0,15238994,"['husband wife relationship', 'biography', 'based on true story', 'based on play or musical', 'parliament', 'mental illness', 'mental health', '18th century', 'king of england', 'assassination attempt', 'aristocracy', 'british monarchy', 'self destructiveness']","['Nigel Hawthorne', 'Helen Mirren', 'Ian Holm', 'Anthony Calf', 'Amanda Donohoe']",Nicholas Hytner
53,Natural Born Killers,Action|Thriller,241,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,https://image.tmdb.org/t/p/w500/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,1994-08-26,118,34000000,50283563,"['daughter', 'journalist', 'sadistic', 'mass murder', 'yellow press', 'pop culture', 'trauma', 'controversy', 'satire', 'young couple', 'abuse']","['Woody Harrelson', 'Juliette Lewis', 'Robert Downey Jr.', 'Tommy Lee Jones', 'Tom Sizemore']",Oliver Stone
54,Outbreak,Action|Drama|Thriller,6950,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",https://image.tmdb.org/t/p/w500/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,1995-03-10,127,50000000,189900000,"['research', 'army', 'general', 'river', 'monkey', 'epidemic', 'medical research']","['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman', 'Kevin Spacey', 'Cuba Gooding Jr.']",Wolfgang Petersen
55,Léon: The Professional,Crime|Drama|Romance|Thriller,101,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",https://image.tmdb.org/t/p/w500/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,1994-09-14,111,16000000,45284974,"['hotel room', 'new york city', 'immigrant', 'assassin', 'police brutality', 'corruption', 's.w.a.t.', 'hitman', 'loss of loved one', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'city life', 'neo-noir', 'complex relationship', 'suspenseful']","['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel']",Luc Besson
56,Pulp Fiction,Crime|Drama,680,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",https://image.tmdb.org/t/p/w500/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,1994-09-10,154,8500000,213928762,"['drug dealer', 'boxer', 'massage', 'stolen money', 'briefcase', 'crime boss', 'redemption', 'heirloom', 'dance competition', 'los angeles, california', 'theft', 'nonlinear timeline', 'multiple storylines', 'speculative', 'domineering', 'neo-noir', 'melodramatic', 'ominous', 'film in chapters']","['John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Bruce Willis', 'Ving Rhames']",Quentin Tarantino
57,Priest,Drama,40156,"Father Greg Pilkington is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",https://image.tmdb.org/t/p/w500/bi1BeQMuPm1HzFfIZX4KHtKdJgy.jpg,1995-03-24,98,0,4176932,"['faith', 'conservative', 'church', 'united kingdom', 'catholic priest', 'crisis of faith', 'woman director', 'abuse', 'gay theme', 'gay priest']","['Linus Roache', 'Tom Wilkinson', 'Robert Carlyle', 'Cathy Tyson', 'Lesley Sharp']",Antonia Bird
58,Quiz Show,Drama,11450,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",https://image.tmdb.org/t/p/w500/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,1994-08-25,133,31000000,24822619,"['investigation', 'manipulation', 'manipulation of the media', 'game show', 'idealism', 'tv ratings', 'based on true story', 'quiz', 'idealist', 'product placement', 'lawyer', '1950s', 'fighting the system']","['Ralph Fiennes', 'Rob Morrow', 'John Turturro', 'Paul Scofield', 'David Paymer']",Robert Redford
59,Three Colors: Red,Drama,110,"Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.",https://image.tmdb.org/t/p/w500/JHmsBiX1tjCKqAul1lzC20WcAW.jpg,1994-05-12,100,0,0,"['infidelity', 'judge', 'isolation', 'shadowing', 'english channel', 'geneva, switzerland', 'weather forecast', 'retiree', 'dog', 'surveillance', 'prediction', 'unlikely friendship', 'the color red', 'love destiny', 'fashion model', 'inspirational', 'enchant']","['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit', 'Samuel Le Bihan']",Krzysztof Kieślowski
