gender,age,occupation,zip_code,user_id
M,25,19,31401,4727
M,50,16,55347,4728
M,50,11,04102,4729
M,25,17,98033,4730
M,25,14,24450,4731
M,18,18,52301,4732
M,50,1,93105,4733
M,45,3,50312,4734
M,18,20,91505,4735
M,35,16,19003,4736
M,56,1,23608,4737
M,25,3,32580,4738
F,25,3,38134,4739
M,35,7,15203,4740
M,25,3,94118,4741
M,56,13,63122,4742
M,50,15,12740,4743
F,18,4,06268,4744
M,50,1,19087-3622,4745
M,18,4,26201,4746
M,45,16,60302,4747
M,45,0,23462,4748
F,25,0,91107,4749
M,50,15,02474,4750
F,18,4,94121,4751
M,56,1,03825,4752
F,18,0,91107,4753
F,56,7,93060,4754
M,56,16,55901,4755
M,35,17,23451,4756
F,56,13,03261,4757
F,50,0,04259,4758
M,35,17,06110,4759
M,18,15,21042,4760
F,25,14,94110,4761
M,56,11,04259,4762
M,1,10,03608,4763
F,35,16,03301,4764
M,35,16,10014,4765
F,35,9,03769,4766
M,25,4,22030,4767
M,25,1,02571,4768
F,35,7,10012,4769
F,25,4,04101,4770
M,56,17,03801,4771
M,45,1,22314,4772
M,45,14,07458,4773
M,25,17,23462,4774
F,25,3,46227,4775
M,25,2,46142,4776
M,25,0,46227,4777
M,45,3,04011,4778
M,25,12,94114,4779
F,50,6,04086,4780
M,45,1,78212,4781
M,25,0,60618,4782
F,35,6,48105,4783
F,25,14,55104,4784
M,45,6,22630,4785
M,1,11,94610,4786
M,35,7,85331,4787
M,35,2,55104,4788
F,25,2,94133,4789
M,18,4,55116,4790
F,50,7,94123,4791
F,25,6,48108,4792
F,35,0,46142,4793
M,45,16,10962,4794
M,35,7,98103,4795
F,35,17,84067,4796
M,25,1,19335,4797
F,18,4,02809,4798
M,18,4,80521,4799
M,25,4,30349,4800
M,56,1,40601,4801
F,25,16,45750,4802
F,35,1,44107,4803
M,35,1,45750,4804
M,25,17,90031,4805
M,1,2,04101,4806
M,35,0,96707-1321,4807
F,50,4,20902,4808
M,18,12,80526,4809
M,35,1,01773,4810
M,18,14,25301,4811
F,35,9,46077,4812
M,18,14,80526,4813
F,50,18,04849,4814
F,45,6,04240,4815
M,25,1,20912,4816
F,25,17,91007,4817
M,35,18,17350,4818
M,50,11,04210,4819
M,18,19,75080,4820
F,35,0,01545,4821
M,18,4,46219,4822
M,25,7,55411,4823
M,25,17,94602,4824
M,45,12,55436,4825
M,35,0,13045,4826
F,18,20,60194,4827
M,25,0,20008,4828
M,1,10,55317,4829
F,25,1,04210,4830
M,25,14,17857,4831
M,35,16,81321,4832
F,45,9,03862,4833
M,25,20,14450,4834
F,45,16,04074,4835
M,25,5,46254,4836
M,45,1,48309,4837
F,50,6,95014,4838
F,45,6,63135,4839
M,25,12,94114,4840
F,35,1,23062,4841
M,56,1,04032,4842
M,45,7,03840,4843
F,25,1,55413,4844
F,25,2,90066,4845
M,25,12,94131,4846
F,35,6,54971,4847
F,18,4,44515,4848
F,45,3,44555,4849
M,18,17,44406,4850
M,35,0,42025,4851
M,25,7,55346,4852
F,50,13,03851,4853
M,25,12,90034,4854
M,25,7,94110,4855
M,25,14,23434,4856
M,25,1,04086,4857
F,18,14,50401,4858
M,25,2,60640,4859
M,25,4,04309,4860
M,25,0,94086,4861
F,25,9,84037,4862
M,18,20,63132,4863
F,35,14,02130,4864
M,56,12,04085,4865
M,25,16,04101,4866
M,35,17,03820,4867
F,45,6,04578,4868
F,35,3,04108,4869
M,18,12,04096,4870
M,45,1,03909,4871
M,56,11,13760,4872
F,25,4,70808,4873
M,35,0,97403,4874
F,35,17,98201,4875
M,25,4,94703,4876
M,50,4,94070,4877
M,25,3,60626,4878
F,45,9,95030,4879
M,45,16,55406,4880
M,45,11,03301,4881
F,1,10,02906,4882
M,35,14,90266,4883
M,56,1,23513,4884
F,35,17,92509,4885
M,18,2,19072,4886
F,56,0,08055,4887
M,18,4,63108,4888
F,25,1,79928,4889
M,35,17,94132,4890
M,25,12,55405,4891
M,25,17,48092,4892
M,35,7,14607,4893
F,25,3,52001,4894
M,35,6,84103,4895
M,35,16,16844,4896
M,25,1,27713,4897
M,25,12,94402,4898
M,25,20,33626,4899
M,25,7,11228,4900
M,35,14,84057,4901
M,35,12,95952,4902
M,50,15,63121,4903
F,45,1,60417,4904
M,50,17,49506,4905
F,50,7,55082,4906
M,35,15,85282,4907
F,35,12,94014,4908
M,18,12,84041,4909
F,25,0,55421,4910
F,50,20,98115,4911
F,25,1,970025,4912
F,25,1,02453,4913
M,25,12,91423,4914
M,18,20,85054,4915
M,45,0,27312,4916
F,18,12,84107,4917
M,18,0,84058,4918
M,35,1,02144,4919
F,25,15,92507,4920
M,18,17,98121,4921
M,45,18,99826,4922
F,35,0,99801,4923
F,35,6,55401,4924
M,1,10,55616,4925
M,45,0,97520,4926
F,25,3,92103,4927
M,45,1,63105,4928
M,50,17,63033,4929
M,50,17,90031,4930
M,25,7,63303,4931
M,25,15,94040,4932
F,25,0,55108,4933
M,35,17,62958,4934
F,18,4,63144,4935
M,35,0,02108,4936
F,18,4,55406,4937
M,25,7,63105,4938
F,50,11,94102,4939
M,56,20,44281,4940
M,45,12,40515,4941
F,50,0,55401,4942
M,50,17,14568,4943
M,50,0,62234,4944
F,35,1,91106,4945
M,35,17,90035,4946
M,45,2,94618,4947
M,18,4,55104,4948
M,25,16,55421,4949
F,35,17,90291,4950
F,25,14,48067,4951
M,35,12,55082,4952
M,45,0,92679,4953
M,56,13,55804,4954
M,35,15,77007,4955
M,25,2,48197,4956
M,18,7,55403,4957
M,25,17,23454,4958
M,56,1,55116,4959
M,25,7,46220,4960
M,25,6,55439,4961
M,45,17,94931,4962
M,35,0,94110,4963
M,1,10,63123-1507,4964
M,50,14,55407,4965
M,18,4,94708,4966
F,50,20,95404,4967
M,18,19,94111,4968
F,25,12,94526,4969
M,35,7,94086,4970
M,35,0,95118,4971
F,56,2,949702,4972
M,35,20,94131,4973
M,35,0,90065,4974
M,25,11,65775,4975
M,25,4,92507,4976
M,35,14,68108,4977
M,35,2,55423,4978
M,25,1,55403,4979
M,50,1,55406,4980
M,25,12,63043,4981
F,45,16,55116,4982
M,35,0,55405,4983
M,35,0,29063,4984
M,18,12,55401,4985
F,56,8,90210,4986
M,25,17,55105,4987
M,25,0,55121,4988
F,25,4,55407,4989
F,56,14,91791,4990
F,25,2,55106,4991
M,45,17,54022,4992
M,45,17,56001,4993
M,50,20,55419,4994
M,35,7,94550,4995
M,1,10,90210,4996
F,18,4,48433,4997
F,56,13,92407,4998
M,25,4,46254,4999
F,25,2,63119,5000
M,25,17,90505,5001
M,35,12,49508,5002
F,56,1,90402,5003
M,45,16,92807,5004
M,35,3,48827,5005
F,18,4,91030,5006
M,25,20,60615,5007
F,45,16,65441,5008
M,45,15,63119,5009
M,18,4,64154,5010
M,50,15,48103,5011
M,18,4,26241,5012
M,45,0,92626,5013
M,35,6,92672,5014
F,35,1,89447,5015
M,35,12,91104,5016
F,56,12,90290,5017
M,25,7,10025,5018
F,56,13,90241,5019
M,50,6,90504,5020
M,35,7,91001,5021
M,35,20,91505,5022
F,45,1,14618,5023
M,25,20,60615,5024
M,25,17,92584,5025
F,25,14,05345,5026
M,25,12,92404,5027
M,25,4,70115,5028
M,18,1,70006,5029
F,25,4,89431,5030
M,18,17,02139,5031
F,56,13,60506,5032
F,25,15,62901,5033
F,25,17,19810,5034
M,35,7,14850,5035
M,35,12,11375,5036
M,25,20,10010,5037
F,35,4,97068,5038
M,45,12,44312,5039
F,45,6,60031,5040
F,18,2,55408,5041
F,18,6,92145,5042
F,35,6,23507,5043
M,35,0,43081,5044
M,25,16,60614,5045
M,45,6,23452,5046
F,35,7,30350,5047
M,25,12,60613,5048
F,18,4,11024,5049
F,50,7,11771,5050
M,35,16,02536,5051
M,25,4,84111,5052
M,35,2,20818,5053
F,35,16,97330,5054
M,45,1,16673,5055
M,50,7,84093,5056
M,56,17,84121,5057
M,45,16,22652,5058
M,45,17,84109-2001,5059
F,18,19,05070,5060
M,50,16,65401,5061
F,1,10,22801,5062
M,18,4,43215,5063
M,25,14,28715,5064
F,25,1,23603,5065
M,56,13,97520,5066
M,35,7,19004,5067
F,56,0,95062,5068
M,25,2,55344,5069
F,25,7,75093,5070
M,45,17,97330,5071
M,56,2,93950,5072
M,1,0,20132,5073
M,50,6,97470,5074
M,25,3,19147,5075
M,25,2,20037,5076
M,45,7,19067,5077
M,25,4,70003,5078
F,50,12,95472,5079
F,18,4,19102,5080
M,35,1,23185,5081
M,25,4,16803,5082
M,18,4,10013,5083
M,56,17,75225,5084
M,25,1,23462,5085
F,25,6,19102,5086
M,25,17,38111,5087
F,35,16,77027,5088
F,35,19,75069,5089
M,25,17,19810,5090
M,56,14,18954,5091
M,50,7,19047,5092
M,18,10,67206,5093
F,35,1,23508,5094
M,25,11,75206,5095
M,56,16,19131,5096
M,50,7,19380,5097
M,18,0,02780,5098
M,50,6,193122042,5099
M,25,0,90069,5100
M,25,12,90240,5101
F,35,16,78222,5102
M,35,20,19108,5103
M,50,7,18977,5104
F,35,1,19348,5105
F,45,0,08081,5106
F,25,9,93940,5107
F,45,6,19802,5108
M,35,15,78250,5109
M,35,2,78006,5110
M,35,13,89128,5111
M,25,0,55408,5112
F,1,10,22932,5113
M,56,12,02143,5114
M,35,6,95521,5115
F,25,0,70118,5116
M,1,10,95123,5117
F,25,0,10011,5118
M,50,7,80302,5119
M,25,7,91608,5120
M,25,0,20009,5121
M,50,12,34761,5122
M,35,2,20818,5123
M,45,0,10016,5124
M,25,11,02453,5125
M,45,5,98502,5126
M,50,7,94709,5127
M,45,17,40515,5128
F,50,1,33149,5129
F,25,1,77707,5130
M,35,7,77565,5131
M,18,11,10028,5132
M,25,17,95014,5133
M,35,7,64055,5134
M,25,12,91106,5135
M,18,18,65265,5136
M,25,17,35205,5137
M,50,16,12866,5138
M,25,6,35205,5139
M,18,17,55423,5140
M,25,1,92101,5141
M,18,4,44502,5142
F,50,0,66762,5143
M,35,7,77565-2332,5144
M,56,1,04240,5145
M,18,0,48314,5146
M,25,20,98101,5147
M,35,1,10012,5148
M,25,3,98034,5149
M,18,19,30662,5150
F,25,4,44406,5151
M,25,7,60046,5152
M,25,16,20007,5153
M,25,16,33301,5154
M,18,14,10024,5155
M,35,1,74012,5156
F,18,4,44509,5157
M,35,7,37027,5158
F,18,4,90066,5159
M,25,4,30052,5160
M,25,17,94043,5161
M,45,6,53216,5162
F,35,17,91107,5163
M,35,6,91103,5164
M,50,6,42420,5165
M,18,15,06114,5166
M,35,7,01720,5167
F,50,4,53562,5168
M,18,4,63141,5169
M,56,17,92009,5170
F,35,11,05602,5171
M,1,10,60423,5172
M,45,1,45208,5173
F,35,9,33445,5174
M,1,10,60423,5175
M,45,14,30005,5176
M,50,0,45420,5177
M,25,12,94110,5178
M,35,11,85044,5179
M,25,7,19003,5180
F,35,7,55441,5181
F,18,20,45202,5182
M,18,20,67212,5183
F,35,4,44485,5184
M,35,12,96555,5185
M,18,16,06510,5186
F,35,9,44406,5187
F,45,7,80304,5188
F,35,0,85024,5189
F,25,4,55455,5190
M,25,7,80303,5191
M,35,12,14619,5192
M,25,7,55409,5193
M,35,7,80304,5194
M,56,7,20814,5195
F,56,3,75001,5196
F,18,4,55118,5197
F,25,1,35243,5198
F,35,15,43065,5199
M,50,7,95376,5200
M,18,4,02871,5201
F,45,6,01545,5202
M,50,13,56342,5203
M,25,1,02908,5204
M,35,7,91302,5205
M,25,0,98102,5206
M,25,4,55455,5207
M,50,1,46077,5208
F,35,17,60618,5209
M,25,1,40214,5210
M,18,2,90025,5211
M,18,0,31211,5212
F,35,9,07452,5213
F,56,6,91941,5214
M,18,2,81291,5215
M,25,17,01060,5216
M,18,0,89129,5217
M,18,4,94706,5218
M,25,7,91436,5219
F,56,1,96734,5220
M,25,12,94501,5221
M,56,10,11361,5222
M,35,1,10016,5223
M,18,4,55120,5224
M,35,0,98122,5225
M,18,10,64050,5226
M,1,0,75070,5227
M,25,0,60173,5228
M,25,12,91104,5229
M,35,7,92506,5230
M,25,4,14607,5231
M,25,5,97213,5232
F,25,0,60657,5233
M,25,4,14607,5234
M,25,14,46268,5235
M,25,7,55441,5236
F,50,16,07462,5237
M,35,7,07043,5238
F,25,0,94104,5239
F,25,4,02138,5240
M,25,1,14608,5241
M,1,10,54220,5242
M,18,4,01095,5243
F,45,1,27615,5244
F,18,0,64030,5245
F,1,10,01915,5246
F,45,14,22206,5247
F,45,14,75006,5248
M,50,6,01545,5249
F,25,17,97330,5250
M,25,20,60622,5251
F,56,13,02838,5252
M,18,4,32606,5253
M,1,10,55305,5254
M,25,16,30269,5255
F,25,2,10019,5256
M,35,4,58369,5257
M,25,6,94404,5258
M,35,7,78705,5259
M,35,12,10025,5260
F,25,14,46220,5261
M,35,7,40601,5262
M,18,4,15217,5263
M,45,1,97405,5264
M,35,1,42718,5265
M,35,7,20191,5266
F,25,2,68502,5267
M,18,0,37211,5268
M,25,12,87571,5269
F,25,0,94110,5270
M,25,7,90210,5271
M,56,20,91030,5272
M,25,0,60611,5273
M,25,17,60611,5274
F,25,4,91740,5275
M,25,20,91740,5276
F,25,7,55122,5277
F,25,14,55418,5278
M,18,4,12604,5279
M,25,2,90210,5280
F,18,4,63146,5281
M,18,2,63138,5282
M,25,16,55426,5283
M,18,4,55410,5284
M,45,16,97068,5285
M,25,8,85203,5286
M,56,13,94114,5287
M,45,2,94102,5288
F,18,4,60613,5289
M,45,1,44406,5290
M,25,0,97401,5291
M,25,12,95030,5292
M,25,2,60626,5293
M,35,7,55124,5294
F,1,0,27245,5295
M,25,12,19067,5296
M,35,17,55126,5297
M,25,2,43202,5298
M,25,20,94111,5299
M,25,17,00693,5300
F,1,10,02332,5301
F,56,6,45504,5302
F,35,9,55410,5303
F,18,4,95602,5304
F,25,17,92121,5305
M,25,5,85281,5306
M,56,7,27410,5307
M,25,0,02478,5308
F,56,1,60605,5309
M,50,0,62025-8000,5310
M,25,1,10463,5311
M,56,0,55406,5312
F,25,0,94107,5313
M,25,12,22903,5314
M,18,4,55104,5315
F,25,0,02138,5316
M,18,17,98122,5317
M,18,17,94941,5318
F,18,5,43201,5319
M,25,4,02457,5320
M,35,17,97330,5321
M,25,20,94122,5322
M,25,7,02150,5323
F,50,7,86001,5324
M,25,2,55408,5325
M,25,7,55408,5326
F,25,4,91740,5327
F,25,5,91773,5328
F,25,0,19143,5329
M,35,14,06880,5330
M,18,4,30332,5331
F,25,7,02332,5332
F,56,13,46140,5333
M,25,14,75093,5334
M,56,7,75041,5335
F,35,3,02725-1010,5336
M,25,17,27609,5337
M,18,17,60193,5338
F,50,3,95032,5339
F,25,3,85018,5340
F,35,7,22039,5341
F,25,9,60201,5342
F,50,1,98177,5343
F,25,17,80003,5344
F,25,3,97330,5345
M,25,6,53705,5346
M,18,5,55414,5347
F,50,2,97424,5348
M,18,5,55344,5349
F,45,1,85259,5350
F,35,5,55306,5351
M,25,6,77030,5352
F,45,3,78759,5353
M,56,0,78232,5354
M,45,0,78703,5355
F,18,20,60123,5356
M,35,7,10625,5357
M,18,16,27705,5358
M,18,12,43650,5359
F,50,16,92026,5360
M,35,13,63130,5361
M,56,13,30673,5362
F,25,3,55408,5363
M,18,12,90250,5364
M,18,12,90045,5365
M,18,4,55344,5366
F,25,17,20120,5367
M,25,15,02139,5368
M,25,12,98074,5369
M,25,11,55408,5370
M,25,4,10549,5371
M,18,12,55112,5372
M,35,7,38018,5373
M,25,0,02131,5374
M,25,17,94538,5375
F,18,3,10017,5376
M,35,18,10463,5377
M,25,7,84095,5378
M,18,4,01125,5379
M,25,14,10009,5380
M,18,4,07461,5381
M,35,1,55430,5382
F,25,3,94117,5383
M,25,12,85226,5384
M,25,14,60045,5385
F,25,1,45056,5386
F,18,4,10580,5387
M,45,7,01905,5388
M,1,0,78130,5389
M,25,7,10016,5390
M,50,1,98112,5391
M,35,7,10471,5392
M,18,0,60618,5393
M,50,1,13224,5394
M,25,6,89118,5395
M,18,0,60451,5396
M,56,17,71301,5397
M,25,1,12553,5398
F,18,4,30010,5399
F,18,1,20003,5400
F,25,0,30102,5401
M,1,10,59801,5402
M,25,0,30068,5403
F,50,7,12866,5404
F,35,0,49504,5405
F,35,17,30096,5406
M,25,20,11230-1710,5407
M,45,1,60091,5408
F,45,2,21212,5409
F,1,19,14850,5410
M,25,12,97330,5411
M,35,1,59801,5412
M,1,10,07652,5413
F,25,7,03862,5414
F,25,5,01801,5415
M,18,17,19030,5416
F,25,0,53589,5417
F,18,12,05055,5418
F,1,19,14850,5419
M,35,17,22030,5420
M,50,7,94114,5421
F,50,5,60714,5422
F,35,2,80012,5423
M,18,4,53211,5424
M,25,14,95821,5425
M,35,19,11201,5426
F,25,6,28412,5427
F,25,1,02460,5428
F,45,1,26505,5429
M,56,1,19026,5430
M,56,13,01742,5431
F,35,17,45014,5432
F,25,7,60618,5433
M,45,18,02557,5434
M,18,4,90024,5435
M,25,11,55426,5436
M,25,14,60048,5437
M,56,13,19119,5438
F,45,2,37923,5439
M,50,7,95762,5440
M,25,7,63110,5441
M,25,12,01915,5442
F,18,4,55449,5443
M,25,0,43223,5444
F,50,1,65203,5445
M,45,2,60626,5446
M,45,19,60626,5447
M,18,12,01702,5448
M,18,12,02143,5449
F,25,1,98115,5450
M,35,6,10011,5451
M,18,4,30305,5452
M,35,7,10001,5453
F,18,17,55449,5454
M,35,1,32312,5455
M,18,12,55405,5456
F,18,2,98102,5457
F,1,10,99016,5458
M,18,4,02143,5459
M,50,0,94025,5460
M,25,17,89103,5461
M,35,0,53202,5462
M,35,7,77079,5463
F,25,0,10019,5464
M,25,12,98033,5465
M,35,0,63366,5466
M,25,12,94618,5467
M,35,12,20171,5468
M,56,7,20003-2712,5469
M,18,7,10016,5470
M,35,1,27909,5471
M,25,1,20120-6354,5472
M,25,12,20009,5473
M,25,4,94110,5474
F,35,0,20037,5475
M,35,1,55343,5476
M,35,7,02766,5477
M,35,1,50014,5478
F,25,14,07030,5479
M,45,12,55449,5480
M,18,7,10014,5481
F,25,6,15202,5482
M,45,17,21742,5483
M,25,4,08544,5484
M,25,0,17821,5485
M,25,17,95136,5486
M,25,15,91125,5487
M,18,7,94104,5488
M,45,17,80907,5489
M,18,7,10016,5490
M,18,4,55104,5491
M,35,12,96797,5492
F,35,17,94306,5493
F,18,4,95076,5494
M,25,7,90069,5495
M,25,4,60201,5496
F,50,1,62901,5497
F,25,19,60201,5498
F,35,20,14850,5499
M,25,2,33334,5500
M,25,2,66044,5501
F,25,9,55409,5502
M,45,7,85287-2702,5503
F,25,4,02141,5504
F,18,14,60610,5505
M,45,7,44325,5506
M,25,20,94519,5507
M,25,0,11215,5508
M,18,4,191004,5509
M,45,1,92407,5510
F,25,17,01701,5511
M,35,1,91768,5512
F,1,10,76501,5513
M,18,4,16101,5514
F,50,16,98257,5515
M,56,0,80210,5516
M,50,17,78666,5517
M,35,15,33167,5518
M,45,1,18901,5519
F,25,6,02118,5520
M,25,14,02460,5521
M,35,0,60187,5522
F,1,10,26505,5523
F,1,10,55311,5524
F,35,2,27514,5525
M,25,1,70803,5526
M,50,1,45840,5527
M,18,6,05273,5528
F,18,4,63141,5529
M,50,17,09056,5530
M,25,17,27408,5531
F,50,2,10025,5532
M,45,16,30102,5533
M,25,15,94538,5534
M,25,16,67204,5535
F,56,1,10543,5536
M,45,12,55102,5537
F,25,20,91403,5538
M,35,1,19149,5539
M,56,7,93924,5540
M,45,7,11576,5541
M,25,17,97401,5542
M,25,15,08876,5543
F,35,16,98072,5544
M,18,14,26301,5545
F,18,4,10025,5546
F,18,4,02138,5547
F,50,9,76034,5548
M,35,15,48187,5549
F,35,20,98103,5550
M,50,7,23233,5551
M,35,3,29425,5552
M,25,1,92116,5553
M,1,10,37830,5554
M,45,6,92103,5555
M,35,14,33701,5556
M,1,10,02446,5557
M,50,1,77706,5558
F,35,17,98036,5559
F,25,3,74075,5560
F,35,1,54650,5561
F,25,7,11753,5562
M,45,20,02446,5563
M,18,17,02114,5564
M,35,7,20901,5565
M,50,3,78704,5566
M,18,4,49841,5567
F,18,1,07666,5568
M,25,1,07666,5569
F,25,9,07307,5570
F,25,4,63119,5571
F,35,1,14619,5572
M,25,0,20878,5573
M,35,7,19808,5574
M,25,4,55369,5575
M,50,1,12970,5576
F,18,1,02109,5577
F,35,7,07039,5578
M,45,7,01581,5579
M,25,0,10016,5580
M,45,1,50011,5581
M,56,15,37830,5582
F,50,0,10016,5583
M,25,4,10016,5584
M,35,20,94107,5585
M,25,17,22041,5586
F,25,20,60640,5587
F,25,0,04101,5588
F,45,12,94117,5589
M,18,0,10009,5590
M,25,1,53706,5591
M,50,16,90210,5592
F,45,0,55419,5593
M,25,20,90027,5594
M,35,12,22201,5595
F,18,4,95008,5596
M,18,4,27607,5597
M,35,7,90020,5598
F,45,0,12833-2000,5599
M,35,1,98225,5600
M,35,0,97212,5601
M,50,7,02461,5602
M,35,15,63117,5603
F,18,2,95008,5604
F,25,14,21046,5605
M,18,4,11209,5606
M,18,3,78722,5607
F,50,1,30602,5608
F,25,1,54880,5609
F,35,7,04015,5610
F,25,1,02148,5611
F,35,0,98622,5612
M,25,0,12833,5613
M,35,7,07028,5614
M,45,1,08840,5615
M,25,14,48336,5616
F,18,4,92612,5617
F,18,4,22310,5618
M,35,14,55330,5619
M,25,7,02135,5620
M,35,15,01775,5621
M,25,11,84109,5622
M,25,7,19380,5623
M,25,1,01760,5624
M,56,16,32043,5625
M,25,0,07040,5626
M,18,4,90024,5627
M,25,14,02465,5628
M,35,17,06854,5629
M,35,12,01944,5630
F,18,4,78628,5631
M,50,1,98262,5632
M,25,14,55406,5633
F,35,9,06854,5634
M,25,7,98102,5635
M,1,10,11102,5636
M,18,1,32601,5637
F,18,4,62025,5638
M,35,17,78765,5639
F,25,17,48473,5640
M,1,10,73013,5641
F,35,1,84108,5642
F,18,4,92833,5643
M,25,2,87123,5644
M,18,4,96744,5645
M,18,1,62522,5646
M,25,17,48473,5647
F,18,4,90025,5648
F,35,12,91104,5649
F,25,6,74105,5650
M,18,0,47901,5651
M,50,1,74105,5652
M,25,4,95616,5653
F,25,6,77054,5654
M,25,15,03755,5655
M,50,14,92026,5656
M,56,0,32043,5657
M,25,0,20874,5658
M,25,2,78722,5659
F,25,15,03255,5660
M,1,10,07960,5661
F,35,20,75093,5662
M,18,4,48363,5663
M,18,4,10461-1301,5664
M,18,16,11209,5665
M,35,7,10009,5666
F,25,3,41030,5667
M,56,1,90024,5668
M,18,4,48109,5669
M,25,1,02146,5670
F,25,4,43212,5671
F,35,1,55417,5672
M,35,7,94306,5673
M,35,14,30030,5674
M,25,20,78746,5675
M,25,1,13210,5676
M,35,17,98103,5677
M,35,2,33020,5678
M,50,20,94117,5679
F,25,7,92122,5680
M,18,0,23455-4959,5681
F,18,9,94538,5682
M,18,16,94110,5683
M,25,17,94117,5684
M,56,16,60610,5685
F,1,0,55403,5686
F,18,4,78666,5687
M,25,0,84119,5688
M,18,4,78666,5689
M,35,14,66013,5690
F,25,7,29615,5691
F,25,4,90034,5692
F,25,12,90640,5693
F,35,3,21221,5694
F,25,14,97367,5695
M,25,0,95826,5696
M,35,14,55418,5697
M,35,15,94706,5698
F,18,14,55426,5699
M,25,7,55311,5700
M,18,0,90034,5701
M,56,1,14068,5702
F,18,4,90024,5703
F,18,4,90024,5704
M,18,17,08550,5705
M,25,12,01060,5706
M,35,1,90034,5707
M,18,4,90024,5708
M,25,15,90034,5709
M,25,7,47714,5710
M,35,1,90024,5711
F,50,7,91362,5712
M,35,2,96753,5713
M,18,4,90024,5714
M,1,10,03756,5715
M,25,0,03766,5716
F,35,14,38018,5717
M,56,7,21773,5718
M,25,0,60610,5719
M,45,11,90046,5720
M,25,20,48103,5721
M,18,12,55057,5722
M,25,15,94102,5723
M,18,2,10018,5724
M,25,1,77845,5725
M,25,4,92843,5726
F,35,20,09824,5727
M,18,10,99016,5728
M,18,0,94111,5729
F,25,11,10022,5730
F,25,11,02111,5731
M,25,4,48109,5732
F,25,14,10022,5733
M,25,6,19342,5734
M,25,1,08904,5735
M,45,15,93555,5736
M,25,12,55406,5737
M,25,7,90212,5738
M,25,1,60613,5739
M,50,13,60622,5740
F,25,12,20850,5741
F,35,0,55442,5742
F,25,4,66044,5743
F,18,4,90024,5744
M,18,15,94061,5745
M,25,0,03755,5746
M,25,0,92155,5747
M,25,2,94117,5748
M,18,1,04101,5749
F,1,0,14167,5750
F,56,0,14850,5751
M,18,17,78758,5752
F,18,1,60640,5753
F,35,2,78744,5754
F,1,10,98110,5755
M,1,10,05667,5756
F,50,1,29642,5757
F,25,1,08904,5758
M,18,12,10549,5759
M,25,20,90048,5760
F,35,6,55125,5761
F,25,1,08904,5762
F,50,12,77098,5763
M,25,11,44515,5764
M,56,14,96744,5765
M,25,2,75287,5766
F,1,7,20852,5767
M,45,14,05602,5768
M,25,0,80231,5769
M,25,7,95616,5770
M,35,7,16365,5771
M,25,6,89123,5772
M,18,4,94118,5773
M,25,11,10024,5774
M,18,12,97205,5775
M,1,0,05667,5776
M,35,12,85257,5777
M,25,5,10011,5778
M,18,17,92886,5779
M,25,2,11106,5780
F,35,0,55459,5781
F,45,1,92106,5782
M,18,10,56137,5783
F,25,7,60607,5784
M,25,6,53211,5785
M,25,20,90802,5786
M,25,0,92646,5787
M,25,17,91107,5788
F,35,0,55303,5789
M,18,4,44074,5790
M,25,17,43201,5791
M,25,2,91602,5792
M,35,17,53703,5793
M,25,1,92688,5794
F,25,7,10003,5795
M,25,7,78757,5796
M,35,0,80027,5797
M,25,5,80916,5798
M,35,18,90804,5799
M,25,16,04103,5800
F,25,0,98105,5801
M,1,10,01597,5802
F,35,7,94306,5803
F,25,0,90802,5804
F,50,1,08826,5805
M,35,7,01940,5806
F,25,7,37206,5807
M,25,7,37206,5808
M,50,16,95070,5809
M,18,4,60202,5810
F,25,7,92120,5811
M,25,7,94117,5812
M,25,0,91403,5813
M,25,20,90048,5814
M,25,0,70119,5815
M,25,17,33028,5816
M,25,4,92821,5817
M,50,6,70808,5818
M,45,0,43615,5819
M,25,15,02139,5820
F,35,4,78212,5821
M,25,12,02144,5822
M,18,12,18052,5823
F,25,4,43201,5824
M,18,4,60201,5825
M,25,2,55118,5826
M,25,17,90048,5827
F,25,4,78223,5828
F,18,4,78209,5829
M,25,1,92120,5830
F,25,0,78240,5831
F,35,0,78253,5832
M,56,16,92106,5833
F,35,0,55406,5834
M,25,0,91604,5835
M,25,7,60607,5836
F,45,7,02038,5837
M,25,1,27106,5838
F,1,0,44260,5839
F,35,7,10024,5840
M,25,4,43201,5841
M,35,1,83301,5842
F,1,10,02131,5843
F,25,3,79411,5844
M,45,16,78204,5845
F,18,4,02464,5846
M,50,20,20009,5847
M,35,17,97124,5848
F,25,7,78230,5849
F,18,20,55410,5850
F,25,1,94044,5851
M,50,19,13903,5852
M,45,7,33135,5853
M,50,7,19462,5854
F,25,7,78232,5855
F,45,2,43229,5856
M,25,4,01002,5857
M,25,7,89117,5858
F,25,4,91428,5859
F,50,1,98499,5860
F,25,9,76120,5861
F,25,14,89511,5862
F,50,1,28043,5863
M,25,17,95926,5864
F,25,6,06114,5865
F,45,3,91306,5866
M,35,14,85331,5867
F,25,7,19103,5868
M,25,14,98109,5869
F,25,4,01002,5870
M,25,17,61265,5871
M,18,12,10021,5872
M,25,4,01002,5873
M,25,4,19103,5874
M,50,7,30066,5875
M,18,12,02138,5876
F,25,0,60640,5877
M,35,7,02135,5878
M,25,1,08904,5879
M,35,17,30303,5880
M,35,7,60510,5881
F,18,0,02138,5882
M,18,4,20057,5883
M,25,1,96930,5884
M,25,20,02139,5885
F,35,20,61821,5886
M,25,20,64114,5887
